load,price,solar
78.65,38.0,113.0
77.0,41.0,27.0
76.49,42.0,1.0
70.38,37.0,0.0
67.23,32.0,0.0
61.56,27.0,0.0
58.41,26.0,0.0
55.06,24.0,0.0
53.77,24.0,0.0
52.22,22.0,0.0
53.43,24.0,0.0
59.4,26.0,0.0
68.76,34.0,5.0
76.51,39.0,57.0
80.26,42.0,154.0
81.02,39.0,276.0
83.0,33.0,391.0
84.37,31.0,480.0
82.29,28.0,514.0
80.74,27.0,490.0
79.66,26.0,421.0
78.07,27.0,373.0
77.63,30.0,302.0
75.95,35.0,209.0
74.98,38.0,110.0
73.19,41.0,26.0
72.54,41.0,2.0
66.86,37.0,0.0
63.6,30.0,0.0
58.79,27.0,0.0
55.82,27.0,0.0
52.33,25.0,0.0
50.73,24.0,0.0
49.27,23.0,0.0
48.88,23.0,0.0
51.16,23.0,0.0
54.44,26.0,5.0
59.6,28.0,55.0
63.82,31.0,142.0
66.33,31.0,248.0
67.56,28.0,342.0
69.42,26.0,408.0
67.18,24.0,445.0
65.57,23.0,447.0
64.25,22.0,418.0
64.28,23.0,359.0
64.17,24.0,274.0
64.21,29.0,180.0
63.05,34.0,89.0
62.09,37.0,20.0
62.92,37.0,1.0
59.07,35.0,0.0
57.19,33.0,0.0
53.01,29.0,0.0
50.56,26.0,0.0
48.46,23.0,0.0
47.8,22.0,0.0
46.28,21.0,0.0
45.9,19.0,0.0
46.85,18.0,0.0
49.11,18.0,3.0
52.84,17.0,46.0
55.92,21.0,124.0
58.08,22.0,220.0
60.22,22.0,319.0
61.03,22.0,426.0
59.47,18.0,497.0
57.31,15.0,513.0
56.82,13.0,487.0
57.74,15.0,416.0
59.32,17.0,309.0
59.85,21.0,189.0
61.12,29.0,85.0
62.49,32.0,18.0
62.14,32.0,1.0
58.57,32.0,0.0
57.43,29.0,0.0
54.36,25.0,0.0
52.55,22.0,0.0
50.35,20.0,0.0
49.52,19.0,0.0
48.86,19.0,0.0
50.1,20.0,0.0
56.61,23.0,0.0
67.76,31.0,2.0
77.27,36.0,33.0
81.0,41.0,82.0
82.55,41.0,161.0
83.11,37.0,257.0
84.52,35.0,329.0
82.16,34.0,365.0
82.11,34.0,377.0
81.02,34.0,358.0
80.19,34.0,289.0
79.25,35.0,220.0
78.7,36.0,159.0
78.66,39.0,82.0
76.84,41.0,17.0
74.45,41.0,1.0
68.2,37.0,0.0
64.51,31.0,0.0
59.7,27.0,0.0
56.92,29.0,0.0
54.43,28.0,0.0
54.03,27.0,0.0
52.69,26.0,0.0
53.94,26.0,0.0
59.99,28.0,0.0
70.45,36.0,3.0
78.85,45.0,39.0
83.64,47.0,100.0
84.75,43.0,169.0
86.97,38.0,233.0
89.31,38.0,297.0
86.07,35.0,325.0
85.17,34.0,337.0
84.53,33.0,325.0
83.67,35.0,281.0
82.33,36.0,215.0
80.9,40.0,143.0
79.68,42.0,77.0
78.02,45.0,18.0
74.87,44.0,1.0
68.59,38.0,0.0
65.19,30.0,0.0
59.92,27.0,0.0
56.76,25.0,0.0
53.68,24.0,0.0
52.81,23.0,0.0
51.59,23.0,0.0
52.83,23.0,0.0
59.37,25.0,0.0
69.86,32.0,4.0
78.08,40.0,52.0
81.68,43.0,143.0
82.28,38.0,255.0
83.66,32.0,347.0
84.21,30.0,424.0
81.37,27.0,480.0
81.36,26.0,506.0
80.16,26.0,493.0
79.46,28.0,434.0
78.8,29.0,334.0
77.7,36.0,213.0
77.56,41.0,100.0
77.26,44.0,21.0
75.95,42.0,1.0
69.34,37.0,0.0
65.95,29.0,0.0
60.67,26.0,0.0
57.75,24.0,0.0
54.38,23.0,0.0
53.1,23.0,0.0
51.81,23.0,0.0
52.61,22.0,0.0
58.77,25.0,0.0
69.72,32.0,4.0
78.42,38.0,54.0
81.7,38.0,154.0
81.75,35.0,281.0
82.93,31.0,398.0
84.47,29.0,483.0
82.11,27.0,527.0
82.26,26.0,530.0
81.02,26.0,497.0
80.36,27.0,428.0
79.72,29.0,324.0
79.37,35.0,204.0
78.43,39.0,94.0
77.86,43.0,19.0
76.58,41.0,1.0
70.22,36.0,0.0
66.74,29.0,0.0
61.18,26.0,0.0
57.94,25.0,0.0
54.32,24.0,0.0
53.3,23.0,0.0
51.94,23.0,0.0
53.08,23.0,0.0
58.97,25.0,0.0
69.56,33.0,4.0
77.3,39.0,51.0
80.36,40.0,148.0
81.17,39.0,272.0
82.23,34.0,388.0
83.37,32.0,478.0
81.12,29.0,527.0
79.42,28.0,538.0
78.11,28.0,506.0
77.3,28.0,433.0
76.59,30.0,328.0
76.8,36.0,206.0
75.49,40.0,93.0
74.77,43.0,18.0
73.23,41.0,1.0
66.77,37.0,0.0
63.68,31.0,0.0
59.04,28.0,0.0
56.0,30.0,0.0
52.22,27.0,0.0
50.93,25.0,0.0
48.74,24.0,0.0
48.57,24.0,0.0
50.94,24.0,0.0
55.19,27.0,1.0
60.65,29.0,43.0
64.72,30.0,133.0
67.05,29.0,256.0
68.74,27.0,374.0
69.56,26.0,461.0
67.52,25.0,506.0
66.31,23.0,508.0
64.64,24.0,469.0
63.02,24.0,396.0
63.45,26.0,296.0
64.05,31.0,181.0
63.55,35.0,79.0
63.29,37.0,14.0
63.31,37.0,0.0
58.74,35.0,0.0
57.42,31.0,0.0
53.14,27.0,0.0
50.63,26.0,0.0
47.33,22.0,0.0
46.31,23.0,0.0
45.68,22.0,0.0
45.25,22.0,0.0
45.96,22.0,0.0
48.1,23.0,1.0
52.18,25.0,41.0
54.85,26.0,127.0
57.56,27.0,250.0
59.14,25.0,369.0
60.33,25.0,459.0
58.65,24.0,510.0
56.68,22.0,517.0
55.73,21.0,482.0
55.71,22.0,410.0
56.68,23.0,307.0
58.74,27.0,187.0
60.56,32.0,79.0
62.63,35.0,13.0
63.3,37.0,0.0
59.41,36.0,0.0
58.35,33.0,0.0
54.33,29.0,0.0
52.94,24.0,0.0
51.22,23.0,0.0
49.93,23.0,0.0
48.5,22.0,0.0
50.26,22.0,0.0
57.09,24.0,0.0
68.94,32.0,1.0
77.66,41.0,40.0
80.24,42.0,128.0
80.46,40.0,251.0
82.0,33.0,372.0
84.14,32.0,463.0
82.26,30.0,517.0
82.24,29.0,528.0
81.44,30.0,496.0
81.4,30.0,423.0
80.54,32.0,315.0
80.54,38.0,188.0
79.83,41.0,77.0
79.2,43.0,12.0
76.33,43.0,0.0
69.49,38.0,0.0
65.84,31.0,0.0
60.83,27.0,0.0
57.45,26.0,0.0
53.77,25.0,0.0
53.47,24.0,0.0
52.58,24.0,0.0
53.86,24.0,0.0
59.44,25.0,0.0
70.61,36.0,1.0
78.42,43.0,40.0
81.45,42.0,130.0
81.49,38.0,256.0
82.57,32.0,378.0
84.07,30.0,467.0
82.09,28.0,510.0
82.26,27.0,508.0
81.61,28.0,461.0
81.14,28.0,383.0
80.33,30.0,287.0
79.32,37.0,172.0
78.64,40.0,70.0
78.74,42.0,11.0
76.26,39.0,0.0
69.79,34.0,0.0
65.84,27.0,0.0
60.4,24.0,0.0
58.3,23.0,0.0
55.29,22.0,0.0
53.8,22.0,0.0
52.49,22.0,0.0
53.78,22.0,0.0
59.94,23.0,0.0
71.81,34.0,1.0
78.1,41.0,39.0
81.01,41.0,127.0
81.92,36.0,253.0
83.72,31.0,375.0
84.51,29.0,462.0
82.95,27.0,498.0
83.17,26.0,502.0
82.57,26.0,469.0
82.26,27.0,398.0
80.55,29.0,299.0
79.84,36.0,179.0
79.11,38.0,72.0
78.78,38.0,11.0
76.57,37.0,0.0
70.5,30.0,0.0
66.94,24.0,0.0
62.28,23.0,0.0
59.15,22.0,0.0
56.42,21.0,0.0
55.02,20.0,0.0
53.22,21.0,0.0
54.66,22.0,0.0
61.18,23.0,0.0
71.62,31.0,1.0
78.1,37.0,39.0
81.19,37.0,127.0
81.8,34.0,251.0
83.06,29.0,371.0
84.25,27.0,457.0
83.55,25.0,504.0
83.59,24.0,499.0
83.1,25.0,456.0
82.3,27.0,385.0
80.59,29.0,287.0
81.4,35.0,171.0
80.44,38.0,67.0
79.72,39.0,10.0
76.2,38.0,0.0
70.69,31.0,0.0
67.42,26.0,0.0
62.08,25.0,0.0
59.01,23.0,0.0
56.38,22.0,0.0
54.84,21.0,0.0
53.11,22.0,0.0
54.1,23.0,0.0
60.2,25.0,0.0
71.78,32.0,0.0
78.83,40.0,32.0
82.13,43.0,103.0
82.79,42.0,210.0
83.48,39.0,318.0
84.15,38.0,411.0
81.21,35.0,466.0
80.32,34.0,466.0
79.4,33.0,426.0
78.53,34.0,354.0
78.45,35.0,247.0
79.0,38.0,138.0
78.24,40.0,54.0
77.23,42.0,8.0
73.07,40.0,0.0
66.7,33.0,0.0
64.46,28.0,0.0
59.52,26.0,0.0
56.35,29.0,0.0
53.27,25.0,0.0
51.84,24.0,0.0
49.98,23.0,0.0
50.03,23.0,0.0
52.28,23.0,0.0
56.83,25.0,0.0
62.32,28.0,20.0
66.99,31.0,58.0
69.76,33.0,115.0
71.32,32.0,179.0
72.19,31.0,250.0
70.19,30.0,339.0
68.08,28.0,392.0
65.98,27.0,389.0
66.51,27.0,333.0
65.83,27.0,246.0
66.16,29.0,144.0
66.17,30.0,58.0
65.62,33.0,9.0
63.18,32.0,0.0
58.51,27.0,0.0
57.57,24.0,0.0
53.6,22.0,0.0
50.77,19.0,0.0
47.4,18.0,0.0
46.98,17.0,0.0
45.15,18.0,0.0
44.52,18.0,0.0
46.11,18.0,0.0
48.54,20.0,0.0
52.82,21.0,29.0
56.13,23.0,90.0
58.53,23.0,175.0
61.03,25.0,247.0
64.01,25.0,304.0
62.22,25.0,341.0
60.11,25.0,345.0
57.79,23.0,310.0
56.99,23.0,247.0
57.62,24.0,181.0
59.75,27.0,114.0
62.66,33.0,49.0
64.32,36.0,7.0
62.93,36.0,0.0
58.88,34.0,0.0
58.27,32.0,0.0
54.18,28.0,0.0
51.35,23.0,0.0
48.99,23.0,0.0
48.26,22.0,0.0
47.51,22.0,0.0
49.15,22.0,0.0
56.31,24.0,0.0
69.29,35.0,0.0
78.41,42.0,24.0
82.91,47.0,73.0
83.52,47.0,138.0
84.94,45.0,203.0
86.26,44.0,265.0
84.11,42.0,305.0
84.45,40.0,306.0
82.94,40.0,293.0
83.03,40.0,249.0
82.13,39.0,173.0
81.5,42.0,101.0
81.12,44.0,42.0
80.34,47.0,5.0
75.58,43.0,0.0
69.89,37.0,0.0
66.33,32.0,0.0
60.55,26.0,0.0
57.5,27.0,0.0
54.34,26.0,0.0
53.56,25.0,0.0
53.26,24.0,0.0
54.56,24.0,0.0
60.12,26.0,0.0
72.05,35.0,0.0
80.27,43.0,28.0
83.68,44.0,95.0
83.68,43.0,198.0
84.56,41.0,301.0
85.31,40.0,375.0
82.59,38.0,411.0
82.61,36.0,398.0
81.27,34.0,366.0
80.28,35.0,322.0
79.56,36.0,242.0
79.72,39.0,144.0
80.04,41.0,57.0
80.63,43.0,8.0
75.46,43.0,0.0
68.91,35.0,0.0
65.52,31.0,0.0
60.19,27.0,0.0
56.96,26.0,0.0
54.4,25.0,0.0
53.47,24.0,0.0
52.43,24.0,0.0
53.63,24.0,0.0
59.93,26.0,0.0
71.36,35.0,0.0
80.55,43.0,28.0
83.79,43.0,90.0
83.5,42.0,186.0
83.96,38.0,294.0
85.04,36.0,383.0
82.85,33.0,437.0
82.0,31.0,444.0
80.83,31.0,413.0
79.64,33.0,350.0
78.55,34.0,261.0
78.6,39.0,152.0
79.41,42.0,57.0
80.58,45.0,7.0
76.22,43.0,0.0
69.66,37.0,0.0
66.98,30.0,0.0
61.76,28.0,0.0
58.42,26.0,0.0
55.25,25.0,0.0
53.69,25.0,0.0
52.5,24.0,0.0
54.22,24.0,0.0
60.79,26.0,0.0
72.12,36.0,0.0
80.7,46.0,28.0
82.7,45.0,101.0
82.46,40.0,212.0
83.0,35.0,322.0
83.81,32.0,419.0
80.9,29.0,482.0
80.58,29.0,489.0
79.31,29.0,455.0
78.4,31.0,385.0
77.68,34.0,282.0
77.11,40.0,161.0
78.8,43.0,58.0
80.94,48.0,7.0
76.73,44.0,0.0
69.64,37.0,0.0
66.47,29.0,0.0
61.55,27.0,0.0
57.99,26.0,0.0
54.76,25.0,0.0
53.62,24.0,0.0
52.2,24.0,0.0
53.83,24.0,0.0
60.6,26.0,0.0
71.7,36.0,0.0
79.86,43.0,28.0
81.74,43.0,94.0
80.94,40.0,191.0
81.59,34.0,287.0
82.08,31.0,360.0
79.65,28.0,401.0
77.3,27.0,403.0
75.56,27.0,372.0
75.3,27.0,309.0
75.07,28.0,222.0
76.14,34.0,126.0
76.53,39.0,46.0
77.43,43.0,5.0
73.14,40.0,0.0
67.02,34.0,0.0
63.82,28.0,0.0
58.66,26.0,0.0
55.61,29.0,0.0
52.07,26.0,0.0
50.47,25.0,0.0
48.55,24.0,0.0
48.84,23.0,0.0
51.32,24.0,0.0
56.03,27.0,0.0
60.96,31.0,29.0
64.56,31.0,108.0
66.11,32.0,228.0
67.15,27.0,349.0
67.71,25.0,440.0
65.37,23.0,487.0
63.34,23.0,483.0
61.62,23.0,442.0
61.58,24.0,373.0
61.53,27.0,266.0
62.2,31.0,145.0
63.5,35.0,51.0
65.68,39.0,5.0
63.06,37.0,0.0
58.4,32.0,0.0
57.54,27.0,0.0
53.29,24.0,0.0
50.44,23.0,0.0
47.6,21.0,0.0
47.08,20.0,0.0
45.68,19.0,0.0
45.03,20.0,0.0
46.57,20.0,0.0
49.18,21.0,0.0
53.44,22.0,27.0
56.27,22.0,99.0
58.36,23.0,212.0
59.51,21.0,321.0
60.48,20.0,405.0
58.14,16.0,462.0
55.96,15.0,471.0
54.01,13.0,439.0
53.58,15.0,370.0
54.95,18.0,265.0
57.19,25.0,144.0
60.46,31.0,48.0
64.28,34.0,4.0
62.21,36.0,0.0
58.25,32.0,0.0
57.86,30.0,0.0
53.49,25.0,0.0
51.58,22.0,0.0
48.71,20.0,0.0
48.07,19.0,0.0
47.18,18.0,0.0
49.12,20.0,0.0
56.25,23.0,0.0
69.46,34.0,0.0
77.85,42.0,23.0
80.73,42.0,81.0
81.25,39.0,172.0
81.3,34.0,265.0
81.89,32.0,334.0
79.62,30.0,375.0
79.48,30.0,381.0
78.72,30.0,353.0
77.48,32.0,294.0
76.85,32.0,211.0
77.18,37.0,119.0
79.56,41.0,41.0
80.88,45.0,4.0
75.35,46.0,0.0
68.36,39.0,0.0
65.83,33.0,0.0
60.25,29.0,0.0
57.29,30.0,0.0
53.84,29.0,0.0
53.18,27.0,0.0
52.26,26.0,0.0
53.26,27.0,0.0
59.56,29.0,0.0
72.13,39.0,0.0
80.79,47.0,25.0
82.4,49.0,92.0
81.9,46.0,201.0
82.23,39.0,315.0
83.35,35.0,407.0
81.1,30.0,461.0
80.24,28.0,474.0
79.39,28.0,440.0
79.14,29.0,363.0
78.24,32.0,256.0
77.98,39.0,137.0
79.36,43.0,44.0
80.81,47.0,3.0
76.11,41.0,0.0
69.85,31.0,0.0
66.27,25.0,0.0
60.55,22.0,0.0
57.54,24.0,0.0
54.57,22.0,0.0
53.3,21.0,0.0
51.82,20.0,0.0
53.19,20.0,0.0
60.24,22.0,0.0
72.78,29.0,0.0
79.92,35.0,25.0
81.67,36.0,96.0
81.83,32.0,211.0
82.69,28.0,326.0
83.95,22.0,408.0
82.39,21.0,448.0
81.26,16.0,445.0
79.66,15.0,399.0
78.95,20.0,317.0
78.27,23.0,217.0
78.78,28.0,114.0
80.76,34.0,37.0
81.98,38.0,2.0
76.61,36.0,0.0
70.39,29.0,0.0
66.84,26.0,0.0
62.4,22.0,0.0
59.8,22.0,0.0
56.9,19.0,0.0
55.49,19.0,0.0
53.86,18.0,0.0
54.86,17.0,0.0
60.8,21.0,0.0
73.16,29.0,0.0
80.95,38.0,22.0
82.25,38.0,86.0
81.84,31.0,191.0
82.21,26.0,300.0
83.06,23.0,386.0
80.55,16.0,429.0
79.84,13.0,428.0
78.95,13.0,391.0
79.1,14.0,320.0
79.12,20.0,220.0
79.8,25.0,115.0
81.25,30.0,35.0
81.69,36.0,2.0
77.54,32.0,0.0
70.02,26.0,0.0
66.28,24.0,0.0
61.2,20.0,0.0
57.92,23.0,0.0
54.37,22.0,0.0
52.69,22.0,0.0
51.44,22.0,0.0
52.61,22.0,0.0
59.06,24.0,0.0
71.87,37.0,0.0
80.02,44.0,22.0
82.16,47.0,88.0
81.32,44.0,202.0
81.45,39.0,321.0
81.53,37.0,412.0
78.34,34.0,461.0
76.71,30.0,461.0
75.28,30.0,417.0
74.56,30.0,337.0
74.35,32.0,227.0
75.9,33.0,113.0
77.46,41.0,35.0
78.59,45.0,1.0
72.05,42.0,0.0
66.12,33.0,0.0
63.36,31.0,0.0
58.37,28.0,0.0
55.12,30.0,0.0
52.38,27.0,0.0
51.41,27.0,0.0
49.63,27.0,0.0
49.15,26.0,0.0
51.54,26.0,0.0
56.71,30.0,0.0
62.09,30.0,18.0
65.24,36.0,71.0
66.7,38.0,175.0
67.52,38.0,303.0
67.93,37.0,417.0
65.63,35.0,485.0
63.5,32.0,492.0
62.7,31.0,436.0
62.72,31.0,333.0
63.19,32.0,214.0
64.85,36.0,105.0
66.57,39.0,32.0
68.2,43.0,1.0
64.02,40.0,0.0
59.81,34.0,0.0
58.29,32.0,0.0
53.76,29.0,0.0
50.67,26.0,0.0
48.15,24.0,0.0
46.79,23.0,0.0
44.76,22.0,0.0
44.84,22.0,0.0
46.57,22.0,0.0
49.52,23.0,0.0
53.57,25.0,15.0
57.26,27.0,56.0
61.07,27.0,121.0
64.45,25.0,189.0
67.45,26.0,242.0
65.47,24.0,280.0
63.14,23.0,285.0
62.82,23.0,249.0
61.95,24.0,184.0
61.7,24.0,127.0
63.82,30.0,67.0
67.21,36.0,22.0
68.29,40.0,1.0
64.34,40.0,0.0
60.05,35.0,0.0
59.51,32.0,0.0
56.57,27.0,0.0
54.18,25.0,0.0
52.08,23.0,0.0
50.93,22.0,0.0
49.9,22.0,0.0
51.18,21.0,0.0
57.89,23.0,0.0
71.38,29.0,0.0
79.9,33.0,14.0
82.16,33.0,56.0
82.61,30.0,133.0
84.6,28.0,218.0
85.59,28.0,284.0
82.59,26.0,328.0
81.92,23.0,345.0
80.66,22.0,318.0
80.04,23.0,247.0
79.64,24.0,164.0
79.75,30.0,84.0
82.14,36.0,28.0
82.24,40.0,2.0
76.78,39.0,0.0
69.72,33.0,0.0
66.16,29.0,0.0
61.27,25.0,0.0
58.04,25.0,0.0
55.72,24.0,0.0
54.36,23.0,0.0
53.23,21.0,0.0
54.74,22.0,0.0
61.0,24.0,0.0
73.8,31.0,0.0
82.08,39.0,14.0
85.58,44.0,53.0
86.27,38.0,114.0
88.27,35.0,183.0
90.27,32.0,223.0
87.85,33.0,229.0
87.53,30.0,228.0
86.92,29.0,233.0
85.9,31.0,204.0
84.94,29.0,144.0
84.02,35.0,75.0
84.53,39.0,25.0
82.92,43.0,1.0
78.28,35.0,0.0
71.89,28.0,0.0
69.11,25.0,0.0
63.74,23.0,0.0
61.18,26.0,0.0
58.9,24.0,0.0
57.73,24.0,0.0
56.34,23.0,0.0
57.68,24.0,0.0
64.37,25.0,0.0
75.24,35.0,0.0
82.85,42.0,17.0
84.51,42.0,75.0
84.49,35.0,187.0
85.61,30.0,297.0
86.24,29.0,346.0
84.24,28.0,360.0
83.75,28.0,366.0
82.58,28.0,322.0
82.28,30.0,252.0
81.84,31.0,175.0
82.66,35.0,89.0
85.8,38.0,28.0
85.16,39.0,1.0
79.67,33.0,0.0
73.08,28.0,0.0
69.76,27.0,0.0
65.17,25.0,0.0
61.43,22.0,0.0
58.56,20.0,0.0
57.36,19.0,0.0
56.12,17.0,0.0
57.6,19.0,0.0
64.76,21.0,0.0
75.58,28.0,0.0
85.06,37.0,14.0
88.48,39.0,52.0
88.16,37.0,127.0
89.11,36.0,205.0
89.44,37.0,268.0
87.16,36.0,302.0
86.61,35.0,296.0
85.8,34.0,254.0
84.89,33.0,196.0
84.81,34.0,142.0
85.39,40.0,78.0
86.7,43.0,25.0
85.4,45.0,1.0
79.03,40.0,0.0
72.62,34.0,0.0
69.48,31.0,0.0
64.34,29.0,0.0
60.42,27.0,0.0
58.2,26.0,0.0
56.95,26.0,0.0
55.48,25.0,0.0
57.15,27.0,0.0
64.17,28.0,0.0
76.01,38.0,0.0
85.22,45.0,12.0
88.51,47.0,47.0
88.18,46.0,120.0
88.44,47.0,205.0
88.5,46.0,275.0
85.27,46.0,316.0
83.23,43.0,321.0
81.42,40.0,295.0
80.44,40.0,241.0
80.05,40.0,164.0
82.13,41.0,79.0
83.99,44.0,25.0
82.87,46.0,0.0
77.13,39.0,0.0
71.07,32.0,0.0
67.54,31.0,0.0
62.87,31.0,0.0
59.61,33.0,0.0
56.72,32.0,0.0
55.18,30.0,0.0
54.11,30.0,0.0
54.31,29.0,0.0
56.67,31.0,0.0
60.38,31.0,0.0
66.57,32.0,13.0
69.46,37.0,54.0
72.3,39.0,133.0
73.33,39.0,220.0
74.09,39.0,291.0
72.21,34.0,335.0
70.46,32.0,337.0
69.42,31.0,300.0
69.38,32.0,229.0
69.58,32.0,145.0
71.85,36.0,71.0
74.12,41.0,23.0
72.62,45.0,1.0
67.93,39.0,0.0
63.51,33.0,0.0
61.91,32.0,0.0
57.48,31.0,0.0
54.2,32.0,0.0
51.71,28.0,0.0
50.54,29.0,0.0
48.76,28.0,0.0
48.69,27.0,0.0
50.16,29.0,0.0
53.25,30.0,0.0
57.3,31.0,12.0
59.64,34.0,50.0
62.94,35.0,125.0
65.35,35.0,211.0
67.45,37.0,293.0
64.9,34.0,352.0
62.18,32.0,378.0
60.47,31.0,358.0
59.29,31.0,284.0
60.21,32.0,179.0
63.09,37.0,84.0
68.93,44.0,26.0
70.73,49.0,1.0
67.55,46.0,0.0
62.99,39.0,0.0
62.81,35.0,0.0
58.77,33.0,0.0
55.85,29.0,0.0
53.73,29.0,0.0
53.08,28.0,0.0
52.17,28.0,0.0
54.42,28.0,0.0
61.95,31.0,0.0
75.45,43.0,0.0
85.14,55.0,13.0
88.28,61.0,54.0
89.0,53.0,139.0
89.46,49.0,225.0
89.65,50.0,302.0
87.22,48.0,351.0
87.06,47.0,363.0
86.2,45.0,324.0
85.95,44.0,236.0
85.44,50.0,150.0
86.35,55.0,71.0
89.59,62.0,21.0
87.18,73.0,0.0
80.68,53.0,0.0
74.16,41.0,0.0
71.17,36.0,0.0
66.05,31.0,0.0
62.18,31.0,0.0
59.82,30.0,0.0
58.71,28.0,0.0
57.1,29.0,0.0
58.42,29.0,0.0
65.55,31.0,0.0
77.89,40.0,0.0
86.96,49.0,11.0
90.04,49.0,42.0
90.0,47.0,104.0
90.26,48.0,175.0
91.1,45.0,225.0
88.33,43.0,248.0
87.53,42.0,249.0
86.49,42.0,220.0
85.66,42.0,170.0
85.41,42.0,118.0
86.01,44.0,60.0
89.18,50.0,19.0
86.84,52.0,0.0
81.52,40.0,0.0
74.97,34.0,0.0
71.91,31.0,0.0
66.97,27.0,0.0
63.9,29.0,0.0
61.07,27.0,0.0
60.14,27.0,0.0
58.94,27.0,0.0
60.22,28.0,0.0
67.09,30.0,0.0
79.18,35.0,0.0
88.22,44.0,11.0
91.96,49.0,48.0
91.31,48.0,125.0
91.07,47.0,206.0
91.72,45.0,270.0
88.94,41.0,311.0
89.24,39.0,316.0
87.52,38.0,288.0
86.11,38.0,226.0
84.86,40.0,147.0
85.82,42.0,69.0
88.91,48.0,21.0
87.71,48.0,0.0
82.21,40.0,0.0
76.19,35.0,0.0
73.44,33.0,0.0
67.92,31.0,0.0
64.37,30.0,0.0
61.4,29.0,0.0
60.3,28.0,0.0
59.36,27.0,0.0
60.6,28.0,0.0
67.21,30.0,0.0
78.88,37.0,0.0
88.78,45.0,11.0
90.55,46.0,55.0
90.07,42.0,149.0
89.41,37.0,260.0
89.41,35.0,349.0
86.65,32.0,408.0
85.25,31.0,404.0
84.3,30.0,353.0
83.86,30.0,282.0
84.29,31.0,183.0
85.98,34.0,81.0
89.04,38.0,23.0
87.33,38.0,0.0
81.68,33.0,0.0
75.27,29.0,0.0
72.53,27.0,0.0
66.93,24.0,0.0
63.5,22.0,0.0
60.66,21.0,0.0
59.05,20.0,0.0
57.92,20.0,0.0
59.12,21.0,0.0
66.19,24.0,0.0
78.41,33.0,0.0
86.61,40.0,11.0
87.83,40.0,52.0
87.8,39.0,141.0
88.21,35.0,245.0
88.36,34.0,334.0
85.32,30.0,391.0
82.92,30.0,389.0
80.79,31.0,330.0
80.16,32.0,250.0
80.41,32.0,156.0
81.78,37.0,68.0
84.73,38.0,19.0
82.1,39.0,0.0
76.69,35.0,0.0
70.46,33.0,0.0
67.85,31.0,0.0
63.06,29.0,0.0
59.95,20.0,0.0
56.89,18.0,0.0
55.18,19.0,0.0
52.98,18.0,0.0
53.37,19.0,0.0
56.27,19.0,0.0
61.26,22.0,0.0
67.58,27.0,11.0
71.33,31.0,42.0
72.99,33.0,115.0
72.69,34.0,201.0
72.48,35.0,266.0
69.91,32.0,295.0
68.07,33.0,303.0
65.94,33.0,278.0
65.21,33.0,209.0
66.04,38.0,129.0
68.24,43.0,58.0
72.47,47.0,17.0
71.11,53.0,0.0
66.6,44.0,0.0
61.64,37.0,0.0
60.64,36.0,0.0
56.28,34.0,0.0
53.07,32.0,0.0
50.42,31.0,0.0
49.32,31.0,0.0
47.5,31.0,0.0
47.15,30.0,0.0
48.7,31.0,0.0
50.98,31.0,0.0
55.78,32.0,10.0
59.44,33.0,47.0
61.66,35.0,133.0
63.24,34.0,235.0
64.09,35.0,323.0
61.65,32.0,388.0
59.45,29.0,414.0
58.04,28.0,378.0
57.03,28.0,285.0
58.09,31.0,171.0
61.26,35.0,70.0
67.61,41.0,18.0
68.37,45.0,0.0
65.44,40.0,0.0
61.44,35.0,0.0
61.95,34.0,0.0
57.89,32.0,0.0
55.46,29.0,0.0
53.76,29.0,0.0
52.54,27.0,0.0
51.81,27.0,0.0
53.94,28.0,0.0
61.9,30.0,0.0
75.22,38.0,0.0
85.36,48.0,10.0
88.47,51.0,43.0
88.92,50.0,114.0
89.29,48.0,191.0
90.04,48.0,256.0
87.88,45.0,313.0
87.43,45.0,335.0
86.06,44.0,302.0
85.39,43.0,226.0
85.18,44.0,135.0
86.72,50.0,55.0
90.28,53.0,16.0
86.32,54.0,0.0
79.78,46.0,0.0
72.81,40.0,0.0
69.89,37.0,0.0
64.67,34.0,0.0
60.77,32.0,0.0
58.42,31.0,0.0
56.75,31.0,0.0
55.26,32.0,0.0
56.67,31.0,0.0
64.11,32.0,0.0
76.48,42.0,0.0
87.31,52.0,9.0
90.52,59.0,32.0
91.96,57.0,83.0
92.41,51.0,147.0
93.6,48.0,203.0
90.23,44.0,227.0
89.12,42.0,233.0
88.08,40.0,213.0
86.68,40.0,165.0
85.99,41.0,96.0
87.13,45.0,40.0
89.38,48.0,14.0
85.45,50.0,0.0
79.12,41.0,0.0
72.32,35.0,0.0
69.44,34.0,0.0
64.12,31.0,0.0
61.17,30.0,0.0
58.68,29.0,0.0
57.13,29.0,0.0
55.99,29.0,0.0
57.59,30.0,0.0
64.79,33.0,0.0
77.31,36.0,0.0
86.54,47.0,9.0
89.54,51.0,36.0
89.71,51.0,94.0
90.87,50.0,156.0
91.53,50.0,207.0
89.5,47.0,233.0
88.98,45.0,240.0
88.55,42.0,221.0
88.08,41.0,173.0
87.23,42.0,110.0
88.34,47.0,47.0
90.99,52.0,14.0
86.63,52.0,0.0
81.59,43.0,0.0
75.18,38.0,0.0
72.06,35.0,0.0
66.37,32.0,0.0
62.49,32.0,0.0
59.85,31.0,0.0
58.88,30.0,0.0
57.46,30.0,0.0
58.61,31.0,0.0
65.6,32.0,0.0
77.87,38.0,0.0
87.72,49.0,9.0
